Source,Target
TheKing'sSingers-Can'tBuyMeLove,NovembersDoom-Awaken
TheKing'sSingers-Can'tBuyMeLove,Nonchalant-5O'Clock
TheKing'sSingers-Can'tBuyMeLove,Ol'DirtyBastard-Gettin'High
TheKing'sSingers-Can'tBuyMeLove,TheDivineComedy-ThereIsALightThatNeverGoesOut
TheKing'sSingers-Can'tBuyMeLove,Everlast-SoLong
TheKing'sSingers-Can'tBuyMeLove,ProdigyOfMobbDeep-Don'tBeAFollower
TheKing'sSingers-Can'tBuyMeLove,RayPrice-HeartachesByTheNumber
TheKing'sSingers-Can'tBuyMeLove,JohnCale-GhostStory
TheKing'sSingers-Can'tBuyMeLove,TheLangleySchoolsMusicProject-GodOnlyKnows
TheKing'sSingers-Can'tBuyMeLove,Hooverphonic-TheLastSupper
TheKing'sSingers-Can'tBuyMeLove,DaynaKurtz-FredAstaire
TheKing'sSingers-Can'tBuyMeLove,UncleTupelo-WhiskeyBottle
TheKing'sSingers-Can'tBuyMeLove,MississippiFredMcDowell-61Highway
TheKing'sSingers-Can'tBuyMeLove,GillianWelch-OneMonkey
TheKing'sSingers-Can'tBuyMeLove,HowardShore-CirithUngol
TheKing'sSingers-Can'tBuyMeLove,JorgeBen-CassiusMarcellusClay
TheKing'sSingers-Can'tBuyMeLove,ShannonNoll-NewBeginning
TheKing'sSingers-Can'tBuyMeLove,BuffySainte-Marie-EyesOfAmber
TheKing'sSingers-Can'tBuyMeLove,NickelCreek-BestOfLuck
TheKing'sSingers-Can'tBuyMeLove,JeffreyFoucault-CrossOfFlowers
TheKing'sSingers-Can'tBuyMeLove,Eminem-Stan
TheKing'sSingers-Can'tBuyMeLove,PorterWagoner-TheRubberRoom
TheKing'sSingers-Can'tBuyMeLove,BenHarper-MoreThanSorry
TheKing'sSingers-Can'tBuyMeLove,ArthurRussell-HomeAwayFromHome
TheKing'sSingers-Can'tBuyMeLove,TheOnlyOnes-SomeoneWhoCares
TheKing'sSingers-Can'tBuyMeLove,RascalFlatts-Holes
TheKing'sSingers-Can'tBuyMeLove,Goldspot-TimeBomb
TheKing'sSingers-Can'tBuyMeLove,AnimalCollective-College
TheKing'sSingers-Can'tBuyMeLove,MobbDeep-TheStartOfYourEnding(41stSide)
TheKing'sSingers-Can'tBuyMeLove,LeAnnRimes-WhatICannotChange
TheKing'sSingers-Can'tBuyMeLove,TheEverybodyfields-LonelyAnywhere
TheKing'sSingers-Can'tBuyMeLove,TheEverybodyfields-BeMiner
TheKing'sSingers-Can'tBuyMeLove,JohnBarry-TheDeathOfTimmons
TheKing'sSingers-Can'tBuyMeLove,MississippiSheiks-I'veGotBloodInMyEyesForYou
TheKing'sSingers-Can'tBuyMeLove,Afi-SilverAndCold
TheKing'sSingers-Can'tBuyMeLove,LosLobos-PhoneCall
TheKing'sSingers-Can'tBuyMeLove,StoryOne-ComingUp
TheKing'sSingers-Can'tBuyMeLove,LilyHolbrook-WelcomeToTheSlaughterhouse
TheKing'sSingers-Can'tBuyMeLove,Shinedown-WhatAShame
TheKing'sSingers-Can'tBuyMeLove,Innerpartysystem-WhatWeWillNeverKnow
TheKing'sSingers-Can'tBuyMeLove,ChiddyBang-NothingOnWe
TheKing'sSingers-Can'tBuyMeLove,SageFrancis-TheBestOfTimes
TheKing'sSingers-Can'tBuyMeLove,Leadbelly-WhereDidYouSleepLastNight?
TheKing'sSingers-Can'tBuyMeLove,Jazztronik-Phoenix
TheKing'sSingers-Can'tBuyMeLove,MattElliott-TheDogBeneathTheSkin
TheKing'sSingers-Can'tBuyMeLove,Tyler-TheCreator
TheKing'sSingers-Can'tBuyMeLove,ArcticMonkeys-TheHellcatSpangledShalalala
TheKing'sSingers-Can'tBuyMeLove,ViktorVaughn-Lickupon
TheKing'sSingers-Can'tBuyMeLove,AngeloBadalamenti-MulhollandDrive
TheKing'sSingers-Can'tBuyMeLove,AngeloBadalamenti-Diner
TheKing'sSingers-Can'tBuyMeLove,JunkieXL-EvenInThisMoment
TheKing'sSingers-Can'tBuyMeLove,DoloresO'Riordan-AveMaria
TheKing'sSingers-Can'tBuyMeLove,Wu-TangClan-DuckSeazon
TheKing'sSingers-Can'tBuyMeLove,CellaDwellas-MedinaStyle
TheKing'sSingers-Can'tBuyMeLove,HarryGregson-Williams-ANarniaLullaby
TheKing'sSingers-Can'tBuyMeLove,Flobots-Combat
TheKing'sSingers-Can'tBuyMeLove,AntiPopConsortium-FluorescentBlack
TheKing'sSingers-Can'tBuyMeLove,Doom-Ballskin
TheKing'sSingers-Can'tBuyMeLove,SisterRosettaTharpe-DownByTheRiverside
TheKing'sSingers-Can'tBuyMeLove,MastaAce-Acknowledge
TheKing'sSingers-Can'tBuyMeLove,RootsManuva-EvilRabbit
TheKing'sSingers-Can'tBuyMeLove,MarilynManson-TheSuckForYourSolution
TheKing'sSingers-Can'tBuyMeLove,DavidByrne-Inexorable
TheKing'sSingers-Can'tBuyMeLove,SkylarGrey-Invisible
TheKing'sSingers-Can'tBuyMeLove,BobBrookmeyer-AFelicidade
TheKing'sSingers-Can'tBuyMeLove,TheRoyalPhilharmonicOrchestra-HookedOnRomance
TheKing'sSingers-Can'tBuyMeLove,KarlMaddison-FriendshipHighway
CharlieRich-LifeHasItsLittleUpsAndDowns,RosanneCash-TheWheel
CharlieRich-LifeHasItsLittleUpsAndDowns,SteveEarle-FearlessHeart
CharlieRich-LifeHasItsLittleUpsAndDowns,JohnGorka-WhereTheBottlesBreak
CharlieRich-LifeHasItsLittleUpsAndDowns,MerleHaggard-It'sNotLove(ButIt'sNotBad)
CharlieRich-LifeHasItsLittleUpsAndDowns,TheHouseOfLove-Ray
CharlieRich-LifeHasItsLittleUpsAndDowns,BlindLemonJefferson-RamblerBlues
CharlieRich-LifeHasItsLittleUpsAndDowns,JuniorKelly-StandingFirm
CharlieRich-LifeHasItsLittleUpsAndDowns,MethodMan-PerfectWorld
CharlieRich-LifeHasItsLittleUpsAndDowns,NovembersDoom-Awaken
CharlieRich-LifeHasItsLittleUpsAndDowns,Nonchalant-5O'Clock
CharlieRich-LifeHasItsLittleUpsAndDowns,Ol'DirtyBastard-Gettin'High
CharlieRich-LifeHasItsLittleUpsAndDowns,TheDivineComedy-ThereIsALightThatNeverGoesOut
CharlieRich-LifeHasItsLittleUpsAndDowns,GillianWelch-RockOfAges
CharlieRich-LifeHasItsLittleUpsAndDowns,Everlast-SoLong
CharlieRich-LifeHasItsLittleUpsAndDowns,ProdigyOfMobbDeep-Don'tBeAFollower
CharlieRich-LifeHasItsLittleUpsAndDowns,RayPrice-HeartachesByTheNumber
CharlieRich-LifeHasItsLittleUpsAndDowns,TheBlindBoysOfAlabama-RunOnForALongTime
CharlieRich-LifeHasItsLittleUpsAndDowns,JohnCale-GhostStory
CharlieRich-LifeHasItsLittleUpsAndDowns,TheLangleySchoolsMusicProject-GodOnlyKnows
CharlieRich-LifeHasItsLittleUpsAndDowns,PattyLoveless-RiseUpLazarus
CharlieRich-LifeHasItsLittleUpsAndDowns,SisterRosettaTharpe-That'sAll
CharlieRich-LifeHasItsLittleUpsAndDowns,Hooverphonic-TheLastSupper
CharlieRich-LifeHasItsLittleUpsAndDowns,DaynaKurtz-FredAstaire
CharlieRich-LifeHasItsLittleUpsAndDowns,UncleTupelo-WhiskeyBottle
CharlieRich-LifeHasItsLittleUpsAndDowns,MississippiFredMcDowell-61Highway
CharlieRich-LifeHasItsLittleUpsAndDowns,GillianWelch-OneMonkey
CharlieRich-LifeHasItsLittleUpsAndDowns,HowardShore-CirithUngol
CharlieRich-LifeHasItsLittleUpsAndDowns,LorettaLynn-Women'sPrison
CharlieRich-LifeHasItsLittleUpsAndDowns,JorgeBen-CassiusMarcellusClay
CharlieRich-LifeHasItsLittleUpsAndDowns,TommyMcCook-TheSaint
CharlieRich-LifeHasItsLittleUpsAndDowns,ShannonNoll-NewBeginning
CharlieRich-LifeHasItsLittleUpsAndDowns,BuffySainte-Marie-EyesOfAmber
CharlieRich-LifeHasItsLittleUpsAndDowns,NickelCreek-BestOfLuck
CharlieRich-LifeHasItsLittleUpsAndDowns,JeffreyFoucault-CrossOfFlowers
CharlieRich-LifeHasItsLittleUpsAndDowns,Eminem-Stan
CharlieRich-LifeHasItsLittleUpsAndDowns,PorterWagoner-TheRubberRoom
CharlieRich-LifeHasItsLittleUpsAndDowns,BenHarper-MoreThanSorry
CharlieRich-LifeHasItsLittleUpsAndDowns,ArthurRussell-HomeAwayFromHome
CharlieRich-LifeHasItsLittleUpsAndDowns,TheOnlyOnes-SomeoneWhoCares
CharlieRich-LifeHasItsLittleUpsAndDowns,RascalFlatts-Holes
CharlieRich-LifeHasItsLittleUpsAndDowns,Goldspot-TimeBomb
CharlieRich-LifeHasItsLittleUpsAndDowns,AnimalCollective-College
CharlieRich-LifeHasItsLittleUpsAndDowns,MobbDeep-TheStartOfYourEnding(41stSide)
CharlieRich-LifeHasItsLittleUpsAndDowns,LeAnnRimes-WhatICannotChange
CharlieRich-LifeHasItsLittleUpsAndDowns,StephenSondheim-OpeningTitle
CharlieRich-LifeHasItsLittleUpsAndDowns,TheEverybodyfields-LonelyAnywhere
CharlieRich-LifeHasItsLittleUpsAndDowns,TheEverybodyfields-BeMiner
CharlieRich-LifeHasItsLittleUpsAndDowns,ThePriests-PanisAngelicus
CharlieRich-LifeHasItsLittleUpsAndDowns,BlindLemonJefferson-SeeThatMyGraveIsKeptClean
CharlieRich-LifeHasItsLittleUpsAndDowns,SisterRosettaTharpe-RockMe
CharlieRich-LifeHasItsLittleUpsAndDowns,JohnBarry-TheDeathOfTimmons
CharlieRich-LifeHasItsLittleUpsAndDowns,ThePriests-Benedictus
CharlieRich-LifeHasItsLittleUpsAndDowns,MississippiSheiks-I'veGotBloodInMyEyesForYou
CharlieRich-LifeHasItsLittleUpsAndDowns,HoratioLeeJenkins-DrunkerThanSatan
CharlieRich-LifeHasItsLittleUpsAndDowns,Afi-SilverAndCold
CharlieRich-LifeHasItsLittleUpsAndDowns,LosLobos-PhoneCall
CharlieRich-LifeHasItsLittleUpsAndDowns,StoryOne-ComingUp
CharlieRich-LifeHasItsLittleUpsAndDowns,IanGillan-Gethsemane(IOnlyWantToSay)
CharlieRich-LifeHasItsLittleUpsAndDowns,LilyHolbrook-WelcomeToTheSlaughterhouse
CharlieRich-LifeHasItsLittleUpsAndDowns,Shinedown-WhatAShame
CharlieRich-LifeHasItsLittleUpsAndDowns,Innerpartysystem-WhatWeWillNeverKnow
CharlieRich-LifeHasItsLittleUpsAndDowns,ChiddyBang-NothingOnWe
CharlieRich-LifeHasItsLittleUpsAndDowns,SageFrancis-TheBestOfTimes
CharlieRich-LifeHasItsLittleUpsAndDowns,KarlJenkins-Charge!
CharlieRich-LifeHasItsLittleUpsAndDowns,Leadbelly-WhereDidYouSleepLastNight?
CharlieRich-LifeHasItsLittleUpsAndDowns,Jazztronik-Phoenix
CharlieRich-LifeHasItsLittleUpsAndDowns,MattElliott-TheDogBeneathTheSkin
CharlieRich-LifeHasItsLittleUpsAndDowns,Tyler-TheCreator
CharlieRich-LifeHasItsLittleUpsAndDowns,ArcticMonkeys-TheHellcatSpangledShalalala
CharlieRich-LifeHasItsLittleUpsAndDowns,ViktorVaughn-Lickupon
CharlieRich-LifeHasItsLittleUpsAndDowns,ThirdDay-MountainOfGod
CharlieRich-LifeHasItsLittleUpsAndDowns,MatthewWest-TheMotions
CharlieRich-LifeHasItsLittleUpsAndDowns,AngeloBadalamenti-MulhollandDrive
CharlieRich-LifeHasItsLittleUpsAndDowns,AngeloBadalamenti-Diner
CharlieRich-LifeHasItsLittleUpsAndDowns,JunkieXL-EvenInThisMoment
CharlieRich-LifeHasItsLittleUpsAndDowns,DoloresO'Riordan-AveMaria
CharlieRich-LifeHasItsLittleUpsAndDowns,Wu-TangClan-DuckSeazon
CharlieRich-LifeHasItsLittleUpsAndDowns,CellaDwellas-MedinaStyle
CharlieRich-LifeHasItsLittleUpsAndDowns,HarryGregson-Williams-ANarniaLullaby
CharlieRich-LifeHasItsLittleUpsAndDowns,Flobots-Combat
CharlieRich-LifeHasItsLittleUpsAndDowns,AntiPopConsortium-FluorescentBlack
CharlieRich-LifeHasItsLittleUpsAndDowns,Doom-Ballskin
CharlieRich-LifeHasItsLittleUpsAndDowns,SisterRosettaTharpe-DownByTheRiverside
CharlieRich-LifeHasItsLittleUpsAndDowns,MastaAce-Acknowledge
CharlieRich-LifeHasItsLittleUpsAndDowns,RootsManuva-EvilRabbit
CharlieRich-LifeHasItsLittleUpsAndDowns,MarilynManson-TheSuckForYourSolution
CharlieRich-LifeHasItsLittleUpsAndDowns,DavidByrne-Inexorable
CharlieRich-LifeHasItsLittleUpsAndDowns,SkylarGrey-Invisible
RosanneCash-TheWheel,SteveEarle-FearlessHeart
RosanneCash-TheWheel,JohnGorka-WhereTheBottlesBreak
RosanneCash-TheWheel,MerleHaggard-It'sNotLove(ButIt'sNotBad)
RosanneCash-TheWheel,TheHouseOfLove-Ray
RosanneCash-TheWheel,BlindLemonJefferson-RamblerBlues
RosanneCash-TheWheel,MethodMan-PerfectWorld
RosanneCash-TheWheel,NovembersDoom-Awaken
RosanneCash-TheWheel,Nonchalant-5O'Clock
RosanneCash-TheWheel,Ol'DirtyBastard-Gettin'High
RosanneCash-TheWheel,TheDivineComedy-ThereIsALightThatNeverGoesOut
RosanneCash-TheWheel,Everlast-SoLong
RosanneCash-TheWheel,ProdigyOfMobbDeep-Don'tBeAFollower
RosanneCash-TheWheel,RayPrice-HeartachesByTheNumber
RosanneCash-TheWheel,JohnCale-GhostStory
RosanneCash-TheWheel,TheLangleySchoolsMusicProject-GodOnlyKnows
RosanneCash-TheWheel,Hooverphonic-TheLastSupper
RosanneCash-TheWheel,DaynaKurtz-FredAstaire
RosanneCash-TheWheel,UncleTupelo-WhiskeyBottle
RosanneCash-TheWheel,MississippiFredMcDowell-61Highway
RosanneCash-TheWheel,GillianWelch-OneMonkey
RosanneCash-TheWheel,HowardShore-CirithUngol
RosanneCash-TheWheel,JorgeBen-CassiusMarcellusClay
RosanneCash-TheWheel,ShannonNoll-NewBeginning
RosanneCash-TheWheel,BuffySainte-Marie-EyesOfAmber
RosanneCash-TheWheel,NickelCreek-BestOfLuck
RosanneCash-TheWheel,JeffreyFoucault-CrossOfFlowers
RosanneCash-TheWheel,Eminem-Stan
RosanneCash-TheWheel,PorterWagoner-TheRubberRoom
RosanneCash-TheWheel,BenHarper-MoreThanSorry
RosanneCash-TheWheel,ArthurRussell-HomeAwayFromHome
RosanneCash-TheWheel,TheOnlyOnes-SomeoneWhoCares
RosanneCash-TheWheel,RascalFlatts-Holes
RosanneCash-TheWheel,Goldspot-TimeBomb
RosanneCash-TheWheel,AnimalCollective-College
RosanneCash-TheWheel,MobbDeep-TheStartOfYourEnding(41stSide)
RosanneCash-TheWheel,LeAnnRimes-WhatICannotChange
RosanneCash-TheWheel,StephenSondheim-OpeningTitle
RosanneCash-TheWheel,TheEverybodyfields-LonelyAnywhere
RosanneCash-TheWheel,TheEverybodyfields-BeMiner
RosanneCash-TheWheel,JohnBarry-TheDeathOfTimmons
RosanneCash-TheWheel,MississippiSheiks-I'veGotBloodInMyEyesForYou
RosanneCash-TheWheel,Afi-SilverAndCold
RosanneCash-TheWheel,LosLobos-PhoneCall
RosanneCash-TheWheel,StoryOne-ComingUp
RosanneCash-TheWheel,LilyHolbrook-WelcomeToTheSlaughterhouse
RosanneCash-TheWheel,Shinedown-WhatAShame
RosanneCash-TheWheel,Innerpartysystem-WhatWeWillNeverKnow
RosanneCash-TheWheel,ChiddyBang-NothingOnWe
RosanneCash-TheWheel,SageFrancis-TheBestOfTimes
RosanneCash-TheWheel,Leadbelly-WhereDidYouSleepLastNight?
RosanneCash-TheWheel,Jazztronik-Phoenix
RosanneCash-TheWheel,MattElliott-TheDogBeneathTheSkin
RosanneCash-TheWheel,Tyler-TheCreator
RosanneCash-TheWheel,ArcticMonkeys-TheHellcatSpangledShalalala
RosanneCash-TheWheel,ViktorVaughn-Lickupon
RosanneCash-TheWheel,AngeloBadalamenti-MulhollandDrive
RosanneCash-TheWheel,AngeloBadalamenti-Diner
RosanneCash-TheWheel,JunkieXL-EvenInThisMoment
RosanneCash-TheWheel,Wu-TangClan-DuckSeazon
RosanneCash-TheWheel,CellaDwellas-MedinaStyle
RosanneCash-TheWheel,HarryGregson-Williams-ANarniaLullaby
RosanneCash-TheWheel,Flobots-Combat
RosanneCash-TheWheel,AntiPopConsortium-FluorescentBlack
RosanneCash-TheWheel,Doom-Ballskin
RosanneCash-TheWheel,MastaAce-Acknowledge
RosanneCash-TheWheel,RootsManuva-EvilRabbit
RosanneCash-TheWheel,MarilynManson-TheSuckForYourSolution
RosanneCash-TheWheel,DavidByrne-Inexorable
RosanneCash-TheWheel,SkylarGrey-Invisible
SteveEarle-FearlessHeart,JohnGorka-WhereTheBottlesBreak
SteveEarle-FearlessHeart,MerleHaggard-It'sNotLove(ButIt'sNotBad)
SteveEarle-FearlessHeart,TheHouseOfLove-Ray
SteveEarle-FearlessHeart,BlindLemonJefferson-RamblerBlues
SteveEarle-FearlessHeart,JuniorKelly-StandingFirm
SteveEarle-FearlessHeart,MethodMan-PerfectWorld
SteveEarle-FearlessHeart,NovembersDoom-Awaken
SteveEarle-FearlessHeart,Nonchalant-5O'Clock
SteveEarle-FearlessHeart,Ol'DirtyBastard-Gettin'High
SteveEarle-FearlessHeart,TheDivineComedy-ThereIsALightThatNeverGoesOut
SteveEarle-FearlessHeart,GillianWelch-RockOfAges
SteveEarle-FearlessHeart,Everlast-SoLong
SteveEarle-FearlessHeart,ProdigyOfMobbDeep-Don'tBeAFollower
SteveEarle-FearlessHeart,RayPrice-HeartachesByTheNumber
SteveEarle-FearlessHeart,TheBlindBoysOfAlabama-RunOnForALongTime
SteveEarle-FearlessHeart,JohnCale-GhostStory
SteveEarle-FearlessHeart,TheLangleySchoolsMusicProject-GodOnlyKnows
SteveEarle-FearlessHeart,PattyLoveless-RiseUpLazarus
SteveEarle-FearlessHeart,SisterRosettaTharpe-That'sAll
SteveEarle-FearlessHeart,Hooverphonic-TheLastSupper
SteveEarle-FearlessHeart,DaynaKurtz-FredAstaire
SteveEarle-FearlessHeart,UncleTupelo-WhiskeyBottle
SteveEarle-FearlessHeart,MississippiFredMcDowell-61Highway
SteveEarle-FearlessHeart,GillianWelch-OneMonkey
SteveEarle-FearlessHeart,HowardShore-CirithUngol
SteveEarle-FearlessHeart,LorettaLynn-Women'sPrison
SteveEarle-FearlessHeart,JorgeBen-CassiusMarcellusClay
SteveEarle-FearlessHeart,TommyMcCook-TheSaint
SteveEarle-FearlessHeart,ShannonNoll-NewBeginning
SteveEarle-FearlessHeart,BuffySainte-Marie-EyesOfAmber
SteveEarle-FearlessHeart,NickelCreek-BestOfLuck
SteveEarle-FearlessHeart,JeffreyFoucault-CrossOfFlowers
SteveEarle-FearlessHeart,Eminem-Stan
SteveEarle-FearlessHeart,PorterWagoner-TheRubberRoom
SteveEarle-FearlessHeart,BenHarper-MoreThanSorry
SteveEarle-FearlessHeart,ArthurRussell-HomeAwayFromHome
SteveEarle-FearlessHeart,TheOnlyOnes-SomeoneWhoCares
SteveEarle-FearlessHeart,RascalFlatts-Holes
SteveEarle-FearlessHeart,Goldspot-TimeBomb
SteveEarle-FearlessHeart,AnimalCollective-College
SteveEarle-FearlessHeart,MobbDeep-TheStartOfYourEnding(41stSide)
SteveEarle-FearlessHeart,LeAnnRimes-WhatICannotChange
SteveEarle-FearlessHeart,StephenSondheim-OpeningTitle
SteveEarle-FearlessHeart,TheEverybodyfields-LonelyAnywhere
SteveEarle-FearlessHeart,TheEverybodyfields-BeMiner
SteveEarle-FearlessHeart,ThePriests-PanisAngelicus
SteveEarle-FearlessHeart,BlindLemonJefferson-SeeThatMyGraveIsKeptClean
SteveEarle-FearlessHeart,SisterRosettaTharpe-RockMe
SteveEarle-FearlessHeart,JohnBarry-TheDeathOfTimmons
SteveEarle-FearlessHeart,ThePriests-Benedictus
SteveEarle-FearlessHeart,MississippiSheiks-I'veGotBloodInMyEyesForYou
SteveEarle-FearlessHeart,HoratioLeeJenkins-DrunkerThanSatan
SteveEarle-FearlessHeart,Afi-SilverAndCold
SteveEarle-FearlessHeart,LosLobos-PhoneCall
SteveEarle-FearlessHeart,StoryOne-ComingUp
SteveEarle-FearlessHeart,IanGillan-Gethsemane(IOnlyWantToSay)
SteveEarle-FearlessHeart,LilyHolbrook-WelcomeToTheSlaughterhouse
SteveEarle-FearlessHeart,Shinedown-WhatAShame
SteveEarle-FearlessHeart,Innerpartysystem-WhatWeWillNeverKnow
SteveEarle-FearlessHeart,ChiddyBang-NothingOnWe
SteveEarle-FearlessHeart,SageFrancis-TheBestOfTimes
SteveEarle-FearlessHeart,KarlJenkins-Charge!
SteveEarle-FearlessHeart,Leadbelly-WhereDidYouSleepLastNight?
SteveEarle-FearlessHeart,Jazztronik-Phoenix
SteveEarle-FearlessHeart,MattElliott-TheDogBeneathTheSkin
SteveEarle-FearlessHeart,Tyler-TheCreator
SteveEarle-FearlessHeart,ArcticMonkeys-TheHellcatSpangledShalalala
SteveEarle-FearlessHeart,ViktorVaughn-Lickupon
SteveEarle-FearlessHeart,ThirdDay-MountainOfGod
SteveEarle-FearlessHeart,MatthewWest-TheMotions
SteveEarle-FearlessHeart,AngeloBadalamenti-MulhollandDrive
SteveEarle-FearlessHeart,AngeloBadalamenti-Diner
SteveEarle-FearlessHeart,JunkieXL-EvenInThisMoment
SteveEarle-FearlessHeart,DoloresO'Riordan-AveMaria
SteveEarle-FearlessHeart,Wu-TangClan-DuckSeazon
SteveEarle-FearlessHeart,CellaDwellas-MedinaStyle
SteveEarle-FearlessHeart,HarryGregson-Williams-ANarniaLullaby
SteveEarle-FearlessHeart,Flobots-Combat
SteveEarle-FearlessHeart,AntiPopConsortium-FluorescentBlack
SteveEarle-FearlessHeart,Doom-Ballskin
SteveEarle-FearlessHeart,SisterRosettaTharpe-DownByTheRiverside
SteveEarle-FearlessHeart,MastaAce-Acknowledge
SteveEarle-FearlessHeart,RootsManuva-EvilRabbit
SteveEarle-FearlessHeart,MarilynManson-TheSuckForYourSolution
SteveEarle-FearlessHeart,DavidByrne-Inexorable
SteveEarle-FearlessHeart,SkylarGrey-Invisible
JohnGorka-WhereTheBottlesBreak,MerleHaggard-It'sNotLove(ButIt'sNotBad)
JohnGorka-WhereTheBottlesBreak,TheHouseOfLove-Ray
JohnGorka-WhereTheBottlesBreak,BlindLemonJefferson-RamblerBlues
JohnGorka-WhereTheBottlesBreak,JuniorKelly-StandingFirm
JohnGorka-WhereTheBottlesBreak,MethodMan-PerfectWorld
JohnGorka-WhereTheBottlesBreak,NovembersDoom-Awaken
JohnGorka-WhereTheBottlesBreak,Nonchalant-5O'Clock
JohnGorka-WhereTheBottlesBreak,Ol'DirtyBastard-Gettin'High
JohnGorka-WhereTheBottlesBreak,TheDivineComedy-ThereIsALightThatNeverGoesOut
JohnGorka-WhereTheBottlesBreak,GillianWelch-RockOfAges
JohnGorka-WhereTheBottlesBreak,Everlast-SoLong
JohnGorka-WhereTheBottlesBreak,ProdigyOfMobbDeep-Don'tBeAFollower
JohnGorka-WhereTheBottlesBreak,RayPrice-HeartachesByTheNumber
JohnGorka-WhereTheBottlesBreak,TheBlindBoysOfAlabama-RunOnForALongTime
JohnGorka-WhereTheBottlesBreak,JohnCale-GhostStory
JohnGorka-WhereTheBottlesBreak,TheLangleySchoolsMusicProject-GodOnlyKnows
JohnGorka-WhereTheBottlesBreak,PattyLoveless-RiseUpLazarus
JohnGorka-WhereTheBottlesBreak,SisterRosettaTharpe-That'sAll
JohnGorka-WhereTheBottlesBreak,Hooverphonic-TheLastSupper
JohnGorka-WhereTheBottlesBreak,DaynaKurtz-FredAstaire
JohnGorka-WhereTheBottlesBreak,UncleTupelo-WhiskeyBottle
JohnGorka-WhereTheBottlesBreak,MississippiFredMcDowell-61Highway
JohnGorka-WhereTheBottlesBreak,GillianWelch-OneMonkey
JohnGorka-WhereTheBottlesBreak,HowardShore-CirithUngol
JohnGorka-WhereTheBottlesBreak,LorettaLynn-Women'sPrison
JohnGorka-WhereTheBottlesBreak,JorgeBen-CassiusMarcellusClay
JohnGorka-WhereTheBottlesBreak,TommyMcCook-TheSaint
JohnGorka-WhereTheBottlesBreak,ShannonNoll-NewBeginning
JohnGorka-WhereTheBottlesBreak,BuffySainte-Marie-EyesOfAmber
JohnGorka-WhereTheBottlesBreak,NickelCreek-BestOfLuck
JohnGorka-WhereTheBottlesBreak,JeffreyFoucault-CrossOfFlowers
JohnGorka-WhereTheBottlesBreak,Eminem-Stan
JohnGorka-WhereTheBottlesBreak,PorterWagoner-TheRubberRoom
JohnGorka-WhereTheBottlesBreak,BenHarper-MoreThanSorry
JohnGorka-WhereTheBottlesBreak,ArthurRussell-HomeAwayFromHome
JohnGorka-WhereTheBottlesBreak,TheOnlyOnes-SomeoneWhoCares
JohnGorka-WhereTheBottlesBreak,RascalFlatts-Holes
JohnGorka-WhereTheBottlesBreak,Goldspot-TimeBomb
JohnGorka-WhereTheBottlesBreak,AnimalCollective-College
JohnGorka-WhereTheBottlesBreak,MobbDeep-TheStartOfYourEnding(41stSide)
JohnGorka-WhereTheBottlesBreak,LeAnnRimes-WhatICannotChange
JohnGorka-WhereTheBottlesBreak,StephenSondheim-OpeningTitle
JohnGorka-WhereTheBottlesBreak,TheEverybodyfields-LonelyAnywhere
JohnGorka-WhereTheBottlesBreak,TheEverybodyfields-BeMiner
JohnGorka-WhereTheBottlesBreak,ThePriests-PanisAngelicus
JohnGorka-WhereTheBottlesBreak,BlindLemonJefferson-SeeThatMyGraveIsKeptClean
JohnGorka-WhereTheBottlesBreak,SisterRosettaTharpe-RockMe
JohnGorka-WhereTheBottlesBreak,JohnBarry-TheDeathOfTimmons
JohnGorka-WhereTheBottlesBreak,ThePriests-Benedictus
JohnGorka-WhereTheBottlesBreak,MississippiSheiks-I'veGotBloodInMyEyesForYou
JohnGorka-WhereTheBottlesBreak,HoratioLeeJenkins-DrunkerThanSatan
JohnGorka-WhereTheBottlesBreak,Afi-SilverAndCold
JohnGorka-WhereTheBottlesBreak,LosLobos-PhoneCall
JohnGorka-WhereTheBottlesBreak,StoryOne-ComingUp
JohnGorka-WhereTheBottlesBreak,IanGillan-Gethsemane(IOnlyWantToSay)
JohnGorka-WhereTheBottlesBreak,LilyHolbrook-WelcomeToTheSlaughterhouse
JohnGorka-WhereTheBottlesBreak,Shinedown-WhatAShame
JohnGorka-WhereTheBottlesBreak,Innerpartysystem-WhatWeWillNeverKnow
JohnGorka-WhereTheBottlesBreak,ChiddyBang-NothingOnWe
JohnGorka-WhereTheBottlesBreak,SageFrancis-TheBestOfTimes
JohnGorka-WhereTheBottlesBreak,KarlJenkins-Charge!
JohnGorka-WhereTheBottlesBreak,Leadbelly-WhereDidYouSleepLastNight?
